S.No,Subscription,ResourceGroup,VMName,GroupName,SQLType,DataBase,ServerType,VMSize,AVZone,Location,ImageRG,Image_Id,OSDiskType,OSDiskSize,DiskSize,DataDiskType,DataDiskIOPS,DataDiskThroughput,VNetRGName,VNetName,Subnet,IPConfigName,PrivateIP,Primary,PrivateIPAllocation,Create,AHUB,business_unit,creation_date,created_by,insurity_product,environment,owner,customer,Suite_Product,Project,Dedicated_Host,FluentD,APMdotNet,MachineAgent,CrowdStrike,LapsAgent,Java,Jenkins,AgentName,Labels,NumberOfExecutors,AgentDescription
101,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH7DB02,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,Yes,DB,Standard_E4s_v5,2,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone2-10-101-42-0,"CU1WBRGSH7DB02-nic-ipconfig-01,CU1WBRGSH7DB02-nic-ipconfig-02","10.101.42.39,10.101.42.40","TRUE,FALSE","Static,Static",TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared7,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
102,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH7WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CU1WBRGSH7WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared7,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE UAT WEBSERVER7,BRIDGEUATWEBSERVER7,3,BRIDGE UAT WEBSERVER7
103,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH8AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CU1WBRGSH8AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared8,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE UAT APPSERVER8,BRIDGEUATAPPSERVER8,3,BRIDGE UAT APPSERVER8
104,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH8WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CU1WBRGSH8WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared8,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
105,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH8WH02,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,No,DB,Standard_E4s_v5,2,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone2-10-101-42-0,CU1WBRGSH8WH02-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared8,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
106,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH8CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CU1WBRGSH8CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared8,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE UAT COGNOS WEBSERVER8,BRIDGEUATCOGNOSWEBSERVER8,3,BRIDGE UAT COGNOS WEBSERVER8
107,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH8DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,"CU1WBRGSH8DB01-nic-ipconfig-01,CU1WBRGSH8DB01-nic-ipconfig-02","10.101.40.81,10.101.40.82","TRUE,FALSE","Static,Static",TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared8,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
108,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH8DB02,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,Yes,DB,Standard_E4s_v5,2,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone2-10-101-42-0,"CU1WBRGSH8DB02-nic-ipconfig-01,CU1WBRGSH8DB02-nic-ipconfig-02","10.101.42.41,10.101.42.42","TRUE,FALSE","Static,Static",TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared8,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
109,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH8WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CU1WBRGSH8WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared8,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE UAT WEBSERVER8,BRIDGEUATWEBSERVER8,3,BRIDGE UAT WEBSERVER8
110,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH9AP01,INSCLD\AD_APPOPS_IDS_PMR,,No,App,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CU1WBRGSH9AP01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared9,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE UAT APPSERVER9,BRIDGEUATAPPSERVER9,3,BRIDGE UAT APPSERVER9
111,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH9WH01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,No,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,CU1WBRGSH9WH01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared9,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
112,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH9WH02,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,No,DB,Standard_E4s_v5,2,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone2-10-101-42-0,CU1WBRGSH9WH02-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared9,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
113,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH9CW01,INSCLD\AD_APPOPS_IDS_PMR,,No,Cognos,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CU1WBRGSH9CW01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge--cognos,pre_prod,cloudops,shared9,,,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,BRIDGE UAT COGNOS WEBSERVER9,BRIDGEUATCOGNOSWEBSERVER9,3,BRIDGE UAT COGNOS WEBSERVER9
114,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH9DB01,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,Yes,DB,Standard_E4s_v5,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone1-10-101-40-0,"CU1WBRGSH9DB01-nic-ipconfig-01,CU1WBRGSH9DB01-nic-ipconfig-02","10.101.40.83,10.101.40.84","TRUE,FALSE","Static,Static",TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared9,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
115,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH9DB02,INSCLD\AD_APPOPS_IDS_PMR,SQL_2019_Enterprise,Yes,DB,Standard_E4s_v5,2,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,Premium_LRS,128,"200,50",PremiumV2_LRS,"3000,3000","750,125",rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-db-zone2-10-101-42-0,"CU1WBRGSH9DB02-nic-ipconfig-01,CU1WBRGSH9DB02-nic-ipconfig-02","10.101.42.43,10.101.42.44","TRUE,FALSE","Static,Static",TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared9,,,NA,No,No,Yes,Yes,Yes,No,No,,,,
116,CanadaDC-UAT,RG-CAC1UABRG,CU1WBRGSH9WB01,INSCLD\AD_APPOPS_IDS_PMR,,No,Web,Standard_F8s_v2,1,Canada Central,rg-uat-cdc-cac1-images,/subscriptions/6656c7b8-4f3d-49f0-85c6-9757ecf62926/resourceGroups/rg-uat-cdc-cac1-images/providers/Microsoft.Compute/galleries/Insurity/images/Windows_2019_ISOMAC_V2,StandardSSD_LRS,128,50,PremiumV2_LRS,3000,125,rg-uat-cdc-cac1-network,vnet-uat-web-app-db-cac1-10-101-32-0,snet-uat-cac-app-zone1-10-101-32-0,CU1WBRGSH9WB01-nic-ipconfig-01,NA,TRUE,Dynamic,TRUE,Windows_Server,insurity_product,[datetimestamp],motifworks,bridge,pre_prod,cloudops,shared9,,,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BRIDGE UAT WEBSERVER9,BRIDGEUATWEBSERVER9,3,BRIDGE UAT WEBSERVER9
